timestamp,device,stage_pre_ms,inference_ms,stage_post_ms,total_ms,fps,num_detections
2025-11-08 20:41:00,Laptop,9.85,27.57,0.35,37.77,26.47,0
2025-11-08 20:41:00,Laptop,11.50,32.19,0.38,44.06,22.70,0
2025-11-08 20:41:00,Laptop,8.73,24.45,0.43,33.61,29.75,0
2025-11-08 20:41:00,Laptop,8.53,23.88,0.43,32.84,30.45,0
2025-11-08 20:41:00,Laptop,11.79,33.00,0.45,45.24,22.10,0
2025-11-08 20:41:00,Laptop,8.34,23.34,0.41,32.09,31.17,0
2025-11-08 20:41:00,Laptop,9.68,27.10,0.58,37.36,26.77,0
2025-11-08 20:41:01,Laptop,11.49,32.17,0.66,44.33,22.56,0
2025-11-08 20:41:01,Laptop,12.74,35.67,0.43,48.84,20.48,0
2025-11-08 20:41:01,Laptop,12.56,35.16,0.71,48.42,20.65,0
2025-11-08 20:41:01,Laptop,13.51,37.84,0.42,51.76,19.32,0
2025-11-08 20:41:01,Laptop,11.09,31.06,0.69,42.85,23.34,0
2025-11-08 20:41:01,Laptop,10.40,29.12,0.51,40.02,24.99,0
2025-11-08 20:41:01,Laptop,9.42,26.38,0.65,36.46,27.43,0
2025-11-08 20:41:01,Laptop,13.60,38.07,0.66,52.33,19.11,0
2025-11-08 20:41:01,Laptop,11.89,33.29,0.60,45.79,21.84,0
2025-11-08 20:41:01,Laptop,14.76,41.32,0.64,56.72,17.63,0
2025-11-08 20:41:01,Laptop,11.45,32.07,0.57,44.09,22.68,0
2025-11-08 20:41:01,Laptop,11.95,33.45,0.56,45.97,21.76,0
2025-11-08 20:41:01,Laptop,12.24,34.28,0.50,47.01,21.27,0
2025-11-08 20:41:02,Laptop,10.14,28.39,0.64,39.17,25.53,0
2025-11-08 20:41:02,Laptop,14.14,39.60,0.78,54.53,18.34,0
2025-11-08 20:41:02,Laptop,13.78,38.60,0.76,53.14,18.82,0
2025-11-08 20:41:02,Laptop,17.24,48.27,0.72,66.23,15.10,0
2025-11-08 20:41:02,Laptop,13.52,37.84,0.76,52.12,19.19,0
2025-11-08 20:41:02,Laptop,17.68,49.50,0.85,68.03,14.70,0
2025-11-08 20:41:02,Laptop,12.00,33.60,0.40,46.00,21.74,0
2025-11-08 20:41:02,Laptop,10.89,30.50,0.51,41.90,23.87,0
2025-11-08 20:41:02,Laptop,9.03,25.28,0.38,34.69,28.83,0
2025-11-08 20:41:02,Laptop,9.04,25.30,0.37,34.71,28.81,0
2025-11-08 20:41:02,Laptop,9.47,26.52,0.39,36.38,27.49,0
2025-11-08 20:41:02,Laptop,10.32,28.89,0.43,39.64,25.23,0
2025-11-08 20:41:02,Laptop,12.16,34.05,0.70,46.91,21.32,0
2025-11-08 20:41:03,Laptop,12.32,34.51,0.52,47.35,21.12,0
2025-11-08 20:41:03,Laptop,10.90,30.52,0.65,42.08,23.76,0
2025-11-08 20:41:03,Laptop,13.25,37.09,0.60,50.94,19.63,0
2025-11-08 20:41:03,Laptop,12.24,34.26,0.57,47.07,21.24,0
2025-11-08 20:41:03,Laptop,12.72,35.63,0.61,48.96,20.43,0
2025-11-08 20:41:03,Laptop,12.68,35.50,0.51,48.69,20.54,0
2025-11-08 20:41:03,Laptop,11.75,32.89,0.69,45.32,22.06,0
2025-11-08 20:41:03,Laptop,12.81,35.87,0.59,49.28,20.29,0
2025-11-08 20:41:03,Laptop,10.50,29.39,0.41,40.30,24.81,0
2025-11-08 20:41:03,Laptop,9.06,25.35,0.57,34.98,28.59,0
2025-11-08 20:41:03,Laptop,10.92,30.58,0.48,41.98,23.82,0
2025-11-08 20:41:03,Laptop,13.52,37.86,0.69,52.07,19.21,0
2025-11-08 20:41:03,Laptop,13.85,38.78,0.39,53.02,18.86,0
2025-11-08 20:41:04,Laptop,12.58,35.22,0.52,48.31,20.70,0
2025-11-08 20:41:04,Laptop,11.29,31.61,0.33,43.23,23.13,0
2025-11-08 20:41:04,Laptop,9.23,25.85,0.49,35.57,28.11,0
2025-11-08 20:41:04,Laptop,12.55,35.14,0.57,48.26,20.72,0
2025-11-08 20:41:04,Laptop,12.03,33.67,0.60,46.30,21.60,0
2025-11-08 20:41:04,Laptop,11.88,33.27,0.61,45.76,21.85,0
2025-11-08 20:41:04,Laptop,12.31,34.48,0.51,47.31,21.14,0
2025-11-08 20:41:04,Laptop,10.02,28.05,0.46,38.53,25.96,0
2025-11-08 20:41:04,Laptop,9.90,27.71,0.66,38.27,26.13,0
2025-11-08 20:41:04,Laptop,11.91,33.34,0.61,45.85,21.81,0
2025-11-08 20:41:04,Laptop,10.61,29.71,0.53,40.86,24.48,0
2025-11-08 20:41:04,Laptop,9.71,27.17,0.58,37.46,26.69,0
2025-11-08 20:41:04,Laptop,12.59,35.26,0.58,48.44,20.65,0
2025-11-08 20:41:04,Laptop,12.11,33.89,0.78,46.78,21.38,0
2025-11-08 20:41:05,Laptop,15.63,43.76,0.50,59.89,16.70,0
2025-11-08 20:41:05,Laptop,9.06,25.36,0.42,34.84,28.70,0
2025-11-08 20:41:05,Laptop,10.25,28.70,0.43,39.38,25.39,0
2025-11-08 20:41:05,Laptop,10.62,29.73,0.44,40.78,24.52,0
2025-11-08 20:41:05,Laptop,9.26,25.92,0.40,35.58,28.10,0
2025-11-08 20:41:05,Laptop,12.50,35.01,0.42,47.94,20.86,0
2025-11-08 20:41:05,Laptop,10.39,29.09,0.39,39.87,25.08,0
2025-11-08 20:41:05,Laptop,9.11,25.50,0.60,35.21,28.40,0
2025-11-08 20:41:05,Laptop,12.77,35.77,0.58,49.13,20.36,0
2025-11-08 20:41:05,Laptop,10.91,30.54,0.57,42.02,23.80,0
2025-11-08 20:41:05,Laptop,12.67,35.49,0.59,48.75,20.51,0
2025-11-08 20:41:05,Laptop,11.64,32.60,0.55,44.79,22.32,0
2025-11-08 20:41:05,Laptop,9.35,26.18,0.53,36.06,27.73,0
2025-11-08 20:41:05,Laptop,10.63,29.76,0.56,40.95,24.42,0
2025-11-08 20:41:05,Laptop,12.70,35.56,0.53,48.78,20.50,0
2025-11-08 20:41:06,Laptop,8.01,22.43,0.35,30.79,32.48,0
2025-11-08 20:41:06,Laptop,8.12,22.74,0.38,31.24,32.01,0
2025-11-08 20:41:06,Laptop,7.58,21.23,0.40,29.21,34.24,0
2025-11-08 20:41:06,Laptop,6.46,18.07,0.36,24.89,40.18,0
2025-11-08 20:41:06,Laptop,7.50,20.99,0.73,29.22,34.23,0
2025-11-08 20:41:06,Laptop,10.72,30.03,0.38,41.13,24.31,0
2025-11-08 20:41:06,Laptop,9.29,26.01,0.62,35.92,27.84,0
2025-11-08 20:41:06,Laptop,12.16,34.04,0.50,46.70,21.41,0
2025-11-08 20:41:06,Laptop,11.29,31.62,0.51,43.42,23.03,0
2025-11-08 20:41:06,Laptop,9.22,25.81,0.48,35.51,28.16,0
2025-11-08 20:41:06,Laptop,11.43,32.00,0.39,43.81,22.82,0
2025-11-08 20:41:06,Laptop,9.12,25.54,0.38,35.04,28.54,0
2025-11-08 20:41:06,Laptop,9.01,25.24,0.33,34.58,28.92,0
2025-11-08 20:41:06,Laptop,10.15,28.41,0.41,38.96,25.67,0
2025-11-08 20:41:06,Laptop,10.10,28.29,0.49,38.88,25.72,0
2025-11-08 20:41:07,Laptop,8.74,24.48,0.41,33.63,29.73,0
2025-11-08 20:41:07,Laptop,10.58,29.62,0.37,40.58,24.64,0
2025-11-08 20:41:07,Laptop,10.01,28.03,0.41,38.45,26.01,0
2025-11-08 20:41:07,Laptop,7.52,21.05,0.53,29.10,34.36,0
2025-11-08 20:41:07,Laptop,10.27,28.75,0.54,39.55,25.28,0
2025-11-08 20:41:07,Laptop,14.08,39.44,0.43,53.95,18.54,0
2025-11-08 20:41:07,Laptop,7.72,21.60,0.43,29.75,33.62,0
2025-11-08 20:41:07,Laptop,6.65,18.61,0.56,25.82,38.74,0
2025-11-08 20:41:07,Laptop,9.48,26.54,0.38,36.40,27.47,0
2025-11-08 20:41:07,Laptop,9.03,25.27,0.38,34.68,28.84,0
2025-11-08 20:41:07,Laptop,8.97,25.12,0.38,34.47,29.01,0
2025-11-08 20:41:07,Laptop,9.93,27.79,0.68,38.40,26.04,0
2025-11-08 20:41:07,Laptop,12.19,34.12,0.47,46.77,21.38,0
2025-11-08 20:41:07,Laptop,10.02,28.06,0.43,38.51,25.97,0
2025-11-08 20:41:07,Laptop,12.12,33.94,0.38,46.44,21.53,0
2025-11-08 20:41:08,Laptop,10.17,28.47,0.40,39.04,25.61,0
2025-11-08 20:41:08,Laptop,12.18,34.12,0.61,46.91,21.32,0
2025-11-08 20:41:08,Laptop,9.37,26.23,0.61,36.21,27.62,0
2025-11-08 20:41:08,Laptop,8.75,24.49,0.61,33.84,29.55,0
2025-11-08 20:41:08,Laptop,8.29,23.21,0.46,31.95,31.30,0
2025-11-08 20:41:08,Laptop,9.73,27.24,0.51,37.48,26.68,0
2025-11-08 20:41:08,Laptop,9.57,26.79,0.44,36.80,27.18,0
2025-11-08 20:41:08,Laptop,7.82,21.90,0.48,30.20,33.11,0
2025-11-08 20:41:08,Laptop,12.09,33.86,0.58,46.53,21.49,0
2025-11-08 20:41:08,Laptop,14.96,41.90,0.56,57.42,17.41,1
2025-11-08 20:41:08,Laptop,13.47,37.72,0.53,51.73,19.33,1
2025-11-08 20:41:08,Laptop,14.29,40.01,0.52,54.81,18.24,1
2025-11-08 20:41:08,Laptop,12.07,33.79,0.58,46.43,21.54,1
2025-11-08 20:41:09,Laptop,11.58,32.42,0.72,44.72,22.36,0
2025-11-08 20:41:09,Laptop,9.82,27.49,0.43,37.73,26.50,0
2025-11-08 20:41:09,Laptop,12.67,35.48,0.46,48.61,20.57,0
2025-11-08 20:41:09,Laptop,14.77,41.34,0.60,56.71,17.63,0
2025-11-08 20:41:09,Laptop,13.12,36.73,0.40,50.26,19.90,1
2025-11-08 20:41:09,Laptop,11.19,31.33,0.36,42.87,23.32,0
2025-11-08 20:41:09,Laptop,10.33,28.92,0.59,39.84,25.10,0
2025-11-08 20:41:09,Laptop,13.64,38.19,0.67,52.50,19.05,1
2025-11-08 20:41:09,Laptop,13.36,37.41,0.57,51.34,19.48,0
2025-11-08 20:41:09,Laptop,11.95,33.45,0.38,45.78,21.85,0
2025-11-08 20:41:09,Laptop,11.11,31.11,0.57,42.79,23.37,0
2025-11-08 20:41:09,Laptop,13.31,37.26,0.59,51.16,19.55,0
2025-11-08 20:41:09,Laptop,11.72,32.83,0.56,45.11,22.17,0
2025-11-08 20:41:09,Laptop,10.50,29.39,0.48,40.37,24.77,0
2025-11-08 20:41:10,Laptop,10.40,29.12,0.63,40.16,24.90,0
2025-11-08 20:41:10,Laptop,12.25,34.29,0.63,47.17,21.20,0
2025-11-08 20:41:10,Laptop,9.94,27.83,0.57,38.34,26.09,0
2025-11-08 20:41:10,Laptop,12.03,33.69,0.60,46.32,21.59,0
2025-11-08 20:41:10,Laptop,11.70,32.75,0.55,45.00,22.22,0
2025-11-08 20:41:10,Laptop,14.61,40.91,0.48,56.00,17.86,0
2025-11-08 20:41:10,Laptop,13.68,38.31,0.38,52.37,19.10,0
2025-11-08 20:41:10,Laptop,9.95,27.85,0.43,38.23,26.16,0
2025-11-08 20:41:10,Laptop,9.84,27.56,0.39,37.79,26.46,0
2025-11-08 20:41:10,Laptop,9.55,26.73,0.39,36.68,27.27,0
2025-11-08 20:41:10,Laptop,16.91,47.34,0.44,64.68,15.46,0
2025-11-08 20:41:10,Laptop,9.02,25.26,0.58,34.86,28.68,0
2025-11-08 20:41:10,Laptop,10.22,28.62,0.45,39.29,25.45,0
2025-11-08 20:41:11,Laptop,10.96,30.68,0.60,42.24,23.68,0
2025-11-08 20:41:11,Laptop,11.28,31.58,0.56,43.42,23.03,0
2025-11-08 20:41:11,Laptop,11.46,32.07,0.64,44.17,22.64,0
2025-11-08 20:41:11,Laptop,13.45,37.66,0.42,51.53,19.41,0
2025-11-08 20:41:11,Laptop,12.83,35.92,0.53,49.29,20.29,0
2025-11-08 20:41:11,Laptop,11.10,31.07,0.43,42.60,23.48,0
2025-11-08 20:41:11,Laptop,8.10,22.68,0.45,31.24,32.01,0
2025-11-08 20:41:11,Laptop,9.11,25.52,0.41,35.04,28.54,0
2025-11-08 20:41:11,Laptop,10.40,29.12,0.72,40.24,24.85,0
2025-11-08 20:41:11,Laptop,9.24,25.88,0.68,35.81,27.93,0
2025-11-08 20:41:11,Laptop,12.61,35.32,0.43,48.36,20.68,0
2025-11-08 20:41:11,Laptop,10.10,28.29,0.38,38.77,25.79,0
2025-11-08 20:41:11,Laptop,12.83,35.92,0.59,49.33,20.27,0
2025-11-08 20:41:11,Laptop,11.62,32.53,0.63,44.77,22.34,0
2025-11-08 20:41:11,Laptop,11.71,32.78,0.38,44.86,22.29,0
2025-11-08 20:41:12,Laptop,10.73,30.05,0.48,41.27,24.23,0
2025-11-08 20:41:12,Laptop,11.48,32.15,0.50,44.14,22.66,0
2025-11-08 20:41:12,Laptop,10.34,28.94,0.38,39.65,25.22,0
2025-11-08 20:41:12,Laptop,9.51,26.64,0.36,36.51,27.39,0
2025-11-08 20:41:12,Laptop,12.08,33.82,0.63,46.54,21.49,0
2025-11-08 20:41:12,Laptop,12.54,35.11,0.55,48.20,20.75,1
2025-11-08 20:41:12,Laptop,14.01,39.23,0.55,53.79,18.59,1
2025-11-08 20:41:12,Laptop,11.27,31.56,0.56,43.39,23.05,0
2025-11-08 20:41:12,Laptop,10.48,29.34,0.48,40.30,24.82,1
2025-11-08 20:41:12,Laptop,14.19,39.72,0.61,54.51,18.34,1
2025-11-08 20:41:12,Laptop,13.40,37.52,0.58,51.50,19.42,1
2025-11-08 20:41:12,Laptop,14.50,40.61,0.61,55.72,17.95,2
2025-11-08 20:41:12,Laptop,13.98,39.16,0.58,53.72,18.62,2
2025-11-08 20:41:13,Laptop,12.78,35.80,0.61,49.19,20.33,1
2025-11-08 20:41:13,Laptop,16.87,47.24,0.40,64.52,15.50,1
2025-11-08 20:41:13,Laptop,12.63,35.37,0.40,48.40,20.66,1
2025-11-08 20:41:13,Laptop,11.16,31.24,0.43,42.83,23.35,1
2025-11-08 20:41:13,Laptop,14.78,41.38,0.50,56.67,17.65,2
2025-11-08 20:41:13,Laptop,10.62,29.73,0.36,40.70,24.57,2
2025-11-08 20:41:13,Laptop,12.36,34.60,0.61,47.56,21.03,2
2025-11-08 20:41:13,Laptop,14.81,41.46,0.58,56.84,17.59,2
2025-11-08 20:41:13,Laptop,13.70,38.36,0.59,52.64,19.00,2
2025-11-08 20:41:13,Laptop,14.49,40.57,0.56,55.62,17.98,2
2025-11-08 20:41:13,Laptop,12.82,35.89,0.60,49.31,20.28,1
2025-11-08 20:41:13,Laptop,9.55,26.75,0.45,36.76,27.21,0
2025-11-08 20:41:13,Laptop,10.51,29.44,0.43,40.38,24.77,1
2025-11-08 20:41:14,Laptop,10.69,29.92,0.63,41.24,24.25,1
2025-11-08 20:41:14,Laptop,12.91,36.14,0.40,49.45,20.22,2
2025-11-08 20:41:14,Laptop,13.27,37.17,0.61,51.04,19.59,2
2025-11-08 20:41:14,Laptop,13.52,37.86,0.58,51.96,19.25,2
2025-11-08 20:41:14,Laptop,14.99,41.98,0.56,57.53,17.38,2
2025-11-08 20:41:14,Laptop,12.78,35.79,0.78,49.36,20.26,1
2025-11-08 20:41:14,Laptop,13.93,39.00,0.41,53.34,18.75,1
2025-11-08 20:41:14,Laptop,13.10,36.69,0.43,50.22,19.91,2
2025-11-08 20:41:14,Laptop,14.05,39.33,0.35,53.74,18.61,2
2025-11-08 20:41:14,Laptop,10.02,28.06,0.35,38.43,26.02,1
2025-11-08 20:41:14,Laptop,10.86,30.41,0.33,41.59,24.04,1
2025-11-08 20:41:14,Laptop,13.77,38.57,0.60,52.94,18.89,1
2025-11-08 20:41:14,Laptop,12.00,33.60,0.55,46.15,21.67,1
2025-11-08 20:41:15,Laptop,13.44,37.65,0.63,51.72,19.33,1
2025-11-08 20:41:15,Laptop,14.27,39.94,0.63,54.84,18.24,1
2025-11-08 20:41:15,Laptop,12.47,34.92,0.66,48.05,20.81,1
2025-11-08 20:41:15,Laptop,10.70,29.96,0.55,41.21,24.26,0
2025-11-08 20:41:15,Laptop,11.44,32.05,0.61,44.10,22.68,0
2025-11-08 20:41:15,Laptop,11.39,31.89,0.73,44.02,22.72,0
2025-11-08 20:41:15,Laptop,9.93,27.80,0.61,38.34,26.08,1
2025-11-08 20:41:15,Laptop,15.09,42.25,0.55,57.90,17.27,1
2025-11-08 20:41:15,Laptop,13.73,38.45,0.61,52.79,18.94,1
2025-11-08 20:41:15,Laptop,11.53,32.27,0.58,44.38,22.53,0
2025-11-08 20:41:15,Laptop,14.97,41.90,0.38,57.25,17.47,0
2025-11-08 20:41:15,Laptop,14.49,40.58,0.48,55.56,18.00,1
2025-11-08 20:41:15,Laptop,9.91,27.74,0.38,38.02,26.30,1
2025-11-08 20:41:16,Laptop,7.30,20.45,0.38,28.14,35.54,0
2025-11-08 20:41:16,Laptop,6.28,17.57,0.38,24.23,41.27,0
2025-11-08 20:41:16,Laptop,8.23,23.04,0.38,31.65,31.60,1
2025-11-08 20:41:16,Laptop,7.49,20.97,0.38,28.84,34.67,1
2025-11-08 20:41:16,Laptop,7.94,22.24,0.40,30.58,32.70,1
2025-11-08 20:41:16,Laptop,9.46,26.48,0.38,36.31,27.54,2
2025-11-08 20:41:16,Laptop,10.39,29.10,0.43,39.93,25.05,1
2025-11-08 20:41:16,Laptop,11.33,31.74,0.60,43.68,22.90,1
2025-11-08 20:41:16,Laptop,9.80,27.45,0.38,37.63,26.58,1
2025-11-08 20:41:16,Laptop,9.52,26.66,0.52,36.70,27.25,0
2025-11-08 20:41:16,Laptop,12.87,36.03,0.43,49.32,20.28,1
2025-11-08 20:41:16,Laptop,10.52,29.45,0.60,40.57,24.65,0
2025-11-08 20:41:16,Laptop,10.73,30.04,0.33,41.10,24.33,0
2025-11-08 20:41:16,Laptop,10.15,28.42,0.71,39.28,25.46,0
2025-11-08 20:41:16,Laptop,11.23,31.46,0.43,43.12,23.19,2
2025-11-08 20:41:17,Laptop,12.34,34.55,0.63,47.52,21.04,1
2025-11-08 20:41:17,Laptop,17.98,50.35,0.45,68.79,14.54,1
2025-11-08 20:41:17,Laptop,16.34,45.74,0.45,62.53,15.99,2
2025-11-08 20:41:17,Laptop,12.03,33.67,0.38,46.08,21.70,2
2025-11-08 20:41:17,Laptop,10.33,28.93,0.38,39.63,25.23,2
2025-11-08 20:41:17,Laptop,15.93,44.59,0.60,61.12,16.36,2
2025-11-08 20:41:17,Laptop,15.29,42.82,0.64,58.75,17.02,2
2025-11-08 20:41:17,Laptop,15.03,42.08,0.63,57.74,17.32,2
2025-11-08 20:41:17,Laptop,14.17,39.67,0.53,54.37,18.39,2
2025-11-08 20:41:17,Laptop,13.36,37.41,0.61,51.39,19.46,1
2025-11-08 20:41:17,Laptop,14.30,40.04,0.60,54.94,18.20,1
2025-11-08 20:41:17,Laptop,11.93,33.42,0.60,45.96,21.76,1
2025-11-08 20:41:18,Laptop,12.32,34.48,0.56,47.35,21.12,1
2025-11-08 20:41:18,Laptop,12.98,36.35,0.60,49.94,20.02,1
2025-11-08 20:41:18,Laptop,15.55,43.54,0.60,59.69,16.75,2
2025-11-08 20:41:18,Laptop,14.87,41.65,0.63,57.15,17.50,2
2025-11-08 20:41:18,Laptop,14.54,40.72,0.44,55.71,17.95,2
2025-11-08 20:41:18,Laptop,14.57,40.79,0.48,55.83,17.91,1
2025-11-08 20:41:18,Laptop,13.11,36.69,0.46,50.25,19.90,1
2025-11-08 20:41:18,Laptop,14.79,41.42,0.33,56.55,17.68,1
2025-11-08 20:41:18,Laptop,10.91,30.55,0.58,42.04,23.79,1
2025-11-08 20:41:18,Laptop,13.51,37.84,0.57,51.93,19.26,1
2025-11-08 20:41:18,Laptop,9.91,27.75,0.54,38.20,26.18,0
2025-11-08 20:41:18,Laptop,15.17,42.47,0.51,58.15,17.20,2
2025-11-08 20:41:19,Laptop,12.97,36.32,0.57,49.86,20.06,2
2025-11-08 20:41:19,Laptop,14.61,40.90,0.64,56.15,17.81,1
2025-11-08 20:41:19,Laptop,12.89,36.10,0.46,49.44,20.22,3
2025-11-08 20:41:19,Laptop,12.28,34.39,0.54,47.21,21.18,2
2025-11-08 20:41:19,Laptop,11.40,31.91,0.62,43.92,22.77,1
2025-11-08 20:41:19,Laptop,12.01,33.63,0.64,46.28,21.61,1
2025-11-08 20:41:19,Laptop,14.68,41.10,0.64,56.42,17.72,2
2025-11-08 20:41:19,Laptop,13.40,37.53,0.53,51.47,19.43,2
2025-11-08 20:41:19,Laptop,15.17,42.47,0.66,58.30,17.15,2
2025-11-08 20:41:19,Laptop,21.18,59.32,0.56,81.06,12.34,3
2025-11-08 20:41:19,Laptop,12.00,33.59,0.45,46.04,21.72,2
2025-11-08 20:41:19,Laptop,15.02,42.06,0.39,57.47,17.40,2
2025-11-08 20:41:20,Laptop,12.38,34.66,0.55,47.59,21.01,2
2025-11-08 20:41:20,Laptop,13.16,36.84,0.62,50.62,19.76,2
2025-11-08 20:41:20,Laptop,14.46,40.50,0.54,55.51,18.02,2
2025-11-08 20:41:20,Laptop,11.47,32.12,0.54,44.12,22.66,2
2025-11-08 20:41:20,Laptop,18.06,50.57,0.62,69.24,14.44,3
2025-11-08 20:41:20,Laptop,12.60,35.28,0.52,48.40,20.66,2
2025-11-08 20:41:20,Laptop,11.65,32.62,0.42,44.70,22.37,3
2025-11-08 20:41:20,Laptop,10.84,30.35,0.39,41.58,24.05,2
2025-11-08 20:41:20,Laptop,12.09,33.85,0.43,46.37,21.57,2
2025-11-08 20:41:20,Laptop,8.70,24.37,0.41,33.49,29.86,0
2025-11-08 20:41:20,Laptop,9.71,27.18,0.39,37.28,26.83,1
2025-11-08 20:41:20,Laptop,9.99,27.97,0.44,38.40,26.04,0
2025-11-08 20:41:20,Laptop,7.56,21.15,0.45,29.16,34.29,0
2025-11-08 20:41:21,Laptop,11.37,31.83,0.57,43.76,22.85,0
2025-11-08 20:41:21,Laptop,12.39,34.69,0.38,47.46,21.07,0
2025-11-08 20:41:21,Laptop,25.04,70.11,0.60,95.75,10.44,0
2025-11-08 20:41:21,Laptop,8.43,23.59,0.40,32.42,30.84,0
2025-11-08 20:41:21,Laptop,6.04,16.92,0.38,23.34,42.85,0
2025-11-08 20:41:21,Laptop,7.86,22.01,0.49,30.35,32.95,0
2025-11-08 20:41:21,Laptop,12.95,36.25,0.61,49.81,20.08,0
2025-11-08 20:41:21,Laptop,12.84,35.95,0.57,49.36,20.26,0
2025-11-08 20:41:21,Laptop,12.81,35.87,0.53,49.22,20.32,0
2025-11-08 20:41:21,Laptop,11.72,32.80,0.55,45.07,22.19,0
2025-11-08 20:41:21,Laptop,10.88,30.47,0.61,41.97,23.83,0
2025-11-08 20:41:21,Laptop,13.17,36.87,0.61,50.65,19.74,0
2025-11-08 20:41:21,Laptop,10.59,29.65,0.38,40.61,24.62,0
2025-11-08 20:41:22,Laptop,9.72,27.23,0.58,37.53,26.65,0
2025-11-08 20:41:22,Laptop,11.72,32.81,0.67,45.19,22.13,0
2025-11-08 20:41:22,Laptop,12.84,35.95,0.57,49.36,20.26,0
2025-11-08 20:41:22,Laptop,11.24,31.47,0.62,43.33,23.08,0
2025-11-08 20:41:22,Laptop,13.63,38.15,0.57,52.35,19.10,0
2025-11-08 20:41:22,Laptop,9.30,26.05,0.38,35.74,27.98,0
2025-11-08 20:41:22,Laptop,15.88,44.46,0.41,60.75,16.46,0
2025-11-08 20:41:22,Laptop,10.31,28.86,0.48,39.65,25.22,0
2025-11-08 20:41:22,Laptop,12.38,34.67,0.47,47.53,21.04,0
2025-11-08 20:41:22,Laptop,9.76,27.33,0.47,37.57,26.62,0
2025-11-08 20:41:22,Laptop,9.85,27.57,0.57,37.98,26.33,0
2025-11-08 20:41:22,Laptop,10.56,29.56,0.64,40.75,24.54,0
2025-11-08 20:41:22,Laptop,10.38,29.06,0.62,40.06,24.96,0
2025-11-08 20:41:22,Laptop,12.94,36.22,0.38,49.54,20.19,0
2025-11-08 20:41:23,Laptop,8.67,24.28,0.40,33.36,29.98,0
2025-11-08 20:41:23,Laptop,9.26,25.92,0.37,35.55,28.13,0
2025-11-08 20:41:23,Laptop,10.89,30.49,0.54,41.92,23.85,0
2025-11-08 20:41:23,Laptop,10.06,28.18,0.34,38.58,25.92,0
2025-11-08 20:41:23,Laptop,9.26,25.91,0.45,35.62,28.07,0
2025-11-08 20:41:23,Laptop,9.13,25.57,0.47,35.17,28.43,0
2025-11-08 20:41:23,Laptop,10.10,28.27,0.63,39.00,25.64,0
2025-11-08 20:41:23,Laptop,13.41,37.54,0.54,51.49,19.42,0
2025-11-08 20:41:23,Laptop,13.75,38.50,0.58,52.83,18.93,0
2025-11-08 20:41:23,Laptop,12.12,33.93,0.67,46.71,21.41,0
2025-11-08 20:41:23,Laptop,14.17,39.66,0.37,54.20,18.45,0
2025-11-08 20:41:23,Laptop,14.09,39.46,0.52,54.07,18.49,0
2025-11-08 20:41:23,Laptop,11.24,31.48,0.43,43.15,23.18,0
2025-11-08 20:41:23,Laptop,10.43,29.21,0.38,40.02,24.99,0
2025-11-08 20:41:24,Laptop,9.25,25.90,0.54,35.69,28.02,0
2025-11-08 20:41:24,Laptop,11.04,30.90,0.64,42.58,23.48,0
2025-11-08 20:41:24,Laptop,11.99,33.58,0.60,46.17,21.66,0
2025-11-08 20:41:24,Laptop,13.20,36.96,0.66,50.82,19.68,0
2025-11-08 20:41:24,Laptop,13.23,37.03,0.62,50.88,19.65,0
2025-11-08 20:41:24,Laptop,11.96,33.48,0.51,45.95,21.76,0
2025-11-08 20:41:24,Laptop,11.53,32.29,0.59,44.41,22.52,0
2025-11-08 20:41:24,Laptop,10.43,29.19,0.67,40.29,24.82,0
2025-11-08 20:41:24,Laptop,8.55,23.94,0.46,32.95,30.35,0
2025-11-08 20:41:24,Laptop,7.97,22.30,0.45,30.72,32.55,0
2025-11-08 20:41:24,Laptop,9.28,25.97,0.38,35.63,28.07,0
2025-11-08 20:41:24,Laptop,9.14,25.59,0.45,35.18,28.43,0
2025-11-08 20:41:24,Laptop,11.63,32.56,0.67,44.86,22.29,0
2025-11-08 20:41:24,Laptop,11.37,31.82,0.53,43.72,22.88,0
2025-11-08 20:41:25,Laptop,13.65,38.21,0.72,52.57,19.02,0
2025-11-08 20:41:25,Laptop,12.66,35.46,0.49,48.61,20.57,1
2025-11-08 20:41:25,Laptop,12.89,36.09,0.45,49.43,20.23,0
2025-11-08 20:41:25,Laptop,9.47,26.53,0.43,36.43,27.45,1
2025-11-08 20:41:25,Laptop,12.07,33.78,0.69,46.54,21.49,1
2025-11-08 20:41:25,Laptop,14.59,40.84,0.69,56.11,17.82,2
2025-11-08 20:41:25,Laptop,15.72,44.01,0.70,60.43,16.55,1
2025-11-08 20:41:25,Laptop,14.79,41.42,0.61,56.82,17.60,1
2025-11-08 20:41:25,Laptop,13.63,38.16,0.60,52.39,19.09,1
2025-11-08 20:41:25,Laptop,13.62,38.13,0.57,52.32,19.11,2
2025-11-08 20:41:25,Laptop,13.65,38.22,0.72,52.59,19.01,1
2025-11-08 20:41:25,Laptop,17.84,49.94,0.65,68.43,14.61,1
2025-11-08 20:41:26,Laptop,11.52,32.25,0.43,44.19,22.63,0
2025-11-08 20:41:26,Laptop,11.59,32.46,0.45,44.51,22.47,1
2025-11-08 20:41:26,Laptop,13.25,37.09,0.67,51.00,19.61,1
2025-11-08 20:41:26,Laptop,10.71,29.99,0.56,41.26,24.24,1
2025-11-08 20:41:26,Laptop,11.84,33.15,0.64,45.63,21.92,1
